judul,tanggal,isi,kategori
"MK Sudah Siap Terima Gugatan Hasil Pilkada 2024, Kapan Permohonan Dibuka?","Jumat, 29 Nov 2024 15:24 WIB","Jakarta - Proses Pilkada 2024 telah memasuki tahap penghitungan suara berjenjang. Mahkamah Konstitusi (MK) sudah menerima gugatan Pilkada 2024? Jubir MK Fajar Laksono menyebut hingga Jumat (29/11/2024), belum ada gugatan hasil pilkada yang masuk ke MK. Fajar menerangkan gugatan hasil pilkada ke MK bergantung penetapan hasil Pilkada oleh KPU. ""Belum (ada gugatan). Tergantung kapan penetapan dan pengumuman hasil pilkada,"" kata Fajar kepada wartawan, Jumat (29/11/2024). Meski begitu, Fajar menyebut MK kini sudah mempersiapkan diri. Jika sekiranya ada pengajuan permohonan hasil pilkada yang masuk. ""Prinsip MK sudah mempersiapkan diri untuk menerima, sekiranya ada pengajuan permohonan,"" tulis dia. Fajar menuturkan tenggat pengajuan permohonan hasil pilkada. Yaitu 3 hari kerja sejak penetapan dan pengumuman hasil oleh KPU. ""Sebab, tenggat pengajuan permohonan 3 hari kerja sejak penetapan dan pengumuman hasil pilkada oleh penyelenggara pilkada,"" terangnya. Berdasarkan Peraturan KPU (PKPU) Nomor 2 Tahun 2024, bahwa pelaksanaan penghitungan suara dan rekapitulasi hasil perhitungan suara Pilkada 2024 dilaksanakan mulai Rabu, 27 November dan berakhir pada Senin, 16 Desember 2024. Selama periode waktu tersebut, KPU akan mengumumkan perolehan hasil hitung suara (real count) dan rekapitulasi hasil perhitungan suara Pilkada 2024 di seluruh Indonesia secara berkala. Hasil yang diumumkan oleh KPU adalah penghitungan suara yang dilakukan oleh KPPS, rekapitulasi hasil penghitungan suara dan penetapan hasil pemilu dilakukan secara berjenjang dalam rapat pleno terbuka oleh PPK, KPU kabupaten/kota, KPU provinsi dan KPU berdasarkan ketentuan peraturan perundang-undangan. (rfs/rfs)",Politik
"Marc Marquez Mau Santai Dulu, Bulan Januari Baru Geber Lagi","Jumat, 29 Nov 2024 17:50 WIB","Jakarta - Setelah MotoGP 2024 tuntas, termasuk tes usai seri pamungkas, Marc Marquez kini mau bersantai dulu. Ia bakal menggeber lagi persiapan pada bulan Januari nanti. Balapan pertama MotoGP 2025 rencananya akan digelar di Sirkuit Buriram, Thailand, pada 28 Februari - 2 Maret. Tapi sebelum itu, seperti biasa, bakal ada rangkaian tes pramusim. Menjelang seri pembuka, terlebih dulu bakal ada tes di Sepang, Malaysia pada awal Februari, dilanjutan dengan tes berikutnya di Buriram pada pertengahan bulan yang sama. Sehubungan dengan itu Marc Marquez , yang musim depan akan membela panji tim pabrikan Ducati , sudah ancang-ancang bersantai dulu di akhir tahun ini. Masuk bulan Januari nanti, barulah ia bakal mulai siap-siap beraksi. ""Bulan-bulan jeda ini bisa terasa lama atau singkat, tergantung bagaimana anda menjalaninya,"" kata Marc Marquez seperti dilansir Crash.net. ""Tapi untuk bisa pulih dari perjalanan musim yang panjang adalah hal penting, secara khusus usai bagian akhir tur Asia. Tubuh harus diberi waktu istirahat. Saat masuk Februari nanti (jadwal balap) juga amat padat."" ""Jadi sekarang istirahat dulu, Natal bersama keluarga dan teman, liburan ke tempat yang benar-benar memulihkan rasa penat. Januari nanti langsung siap-siap masuk pramusim dan 'menyerang', mempersiapkan fisik sebaik mungkin,"" ucapnya. Marc Marquez melewati musim 2024 bersama Gresini, yang dibela selepas meninggalkan Honda. Di akhir musim, MM93 finis di posisi ketiga klasemen yang merupakan posisi terbaiknya sejak juara dunia MotoGP 2019. Total 10 podium juga berhasil diraih Marc Marquez pada MotoGP 2024, yang juga menjadi podium dua digit pertamanya sejak 2019, termasuk di antaranya tiga kemenangan. (krs/pur)",Olaraga
"Zheng Siwei Gantung Raket, Ingin Fokus Urus Keluarga","Jumat, 29 Nov 2024 16:50 WIB","Jakarta - Atlet bulutangkis ganda campuran China Zheng Siwei memutuskan pensiun dari turnamen internasional. Peraih medali emas Olimpiade 2024 itu mengaku ingin fokus mengurus keluarga. Kabar ini disampaikan Zheng lewat media sosialnya pada Jumat (29/11/2024). Keputusan tersebut terasa mengejutkan, mengingat ia sedang berada di puncak kariernya dan masih berusia 27 tahun. ""Saya secara resmi memutuskan mundur dari kancah internasional. Saya bisa bayangkan kalian sebagai penggemar saya mungkin melihat berita ini sebagai sesuatu yang tiba-tiba dan agak masuk akal,"" tulis Zheng. Meski begitu, ia juga menyebut keputusan itu ""selalu menjadi bagian dari rencana hidupnya, terlepas dari apapun hasil di Olimpiade Paris."" Namun setelah kelahiran anak kedua, ia merasa perlu lebih seirng dekat dengan keluarga. ""Alasan utama saya mundur dari panggung internasional adalah tujuan utama hidup saya: menyeimbangkan karier dan keluarga,"" sebut Zheng. ""Seperti yang kalian tahu, saya menikah muda, dan kami baru saja menyambut kelahiran anak kedua. Saya ingin fokus mengurus keluarga sekarang. Jika saya terus bertanding, maka saya akan banyak menghabiskan waktu jauh dari orang-orang tercinta."" ""Saya dan istri sudah bersama selama 12 tahun, namun kehidupan kami yang sesungguhnya dimulai setelah Olimpiade yang lalu. Jadi ini waktunya mengalihkan fokus. Meraih keseimbangan antara karier, keluarga, dan hidup adalah tujuan utama saya,"" tegasnya. Zheng juga menegaskan turnamen internasional terakhirnya adalah BWF Tour Final 2024 yang akan digelar di Hangzhou pada 11-15 Desember mendatang. Meski begitu, ia mengaku takkan jauh-jauh dari bulutangkis, meski dengan peran lain. Zheng merupakan salah satu atlet tersukses China di bulutangkis. Selain medali emas Olimpiade 2024, torehan gelarnya antara lain tiga kali menjadi juara dunia, empat kali meraih emas Asian Games, sekali meraih gelar Piala Thomas, hingga dua kali memenangi Piala Sudirman. Zheng Siwei (kanan) dan Huang Yaqiong telah meraih banyak prestasi di dunia bulutangkis. Foto: AFP/STR Di level tur BWF, ia sudah meraih 51 gelar, termasuk empat turnamen level Super 1000 saat ini, yakni China Open, Indonesia Open, Malaysia Open, dan All England. (adp/krs)",Olaraga
"Kata Jorge Martin, Ducati kayaknya Menyesal nih","Jumat, 29 Nov 2024 13:10 WIB","Jakarta - Jorge Martin menyudahi MotoGP 2024 sebagai juara dunia. Dengan menyandang predikat itu, Martin menduga Ducati sudah menyesal tidak mempromosikan dirinya ke tim pabrikan Italia tersebut pada musim depan. Status promosi itu sebenarnya sempat terindikasi akan menjadi milik Martin di awal-awal musim 2024. Performanya bersama Pramac tampak bakal membuatnya jadi rekan setim Francesco Bagnaia di Ducati pada MotoGP 2025. Namun, semua berubah ketika Marc Marquez menolak pindah dari Gresini ke Pramac. Ducati, pada akhirnya, justru merekrut Marquez ke tim utamanya untuk musim depan. Jorge Martin , yang urung dapat tempat di pabrikan Ducati , kemudian memilih untuk gabung Aprilia. Bersama tim barunya itulah Martin kini akan menjalani MotoGP 2025 dengan status juara bertahan. ""Itu semua diputuskan ketika aku belum menjadi juara dunia,"" kata Martin di televisi Spanyol, yang dikutip Crash.net. ""Sulit untuk mengetahui dengan persis jalannya situasi seperti ini. Tapi jelas bahwa saat ini mereka (Ducati) mungkin menyesalinya."" ""Namun, silakan saja tanya langsung ke mereka. Pada akhirnya aku harus memikirkan diriku sendiri. Hidup bisa membawamu ke tempat-tempat yang sebelumnya tidak terbayangkan,"" tuturnya. Medio akhir Mei sampai awal Juni 2024, Jorge Martin sempat dikabarkan bakal resmi diumumkan menjadi pengganti Enea Bastianini di pabrikan Ducati. Selepas MotoGP Italia pada tanggal 2 Juni, justru tersiar kabar lain bahwa Ducati akan memilih Marc Marquez . Pada saat tes Mugello, Jorge Martin langsung mengumumkan dirinya bakal gabung Aprilia menggantikan Aleix Espargaro. Setelah pengumuman Jorge Martin tersebut, dalam hitungan hari Ducati benar-benar mengumumkan bahwa Marc Marquez akan menjadi rekan satu tim Francesco Bagnaia musim depan. Jorge Martin sendiri pada prosesnya berhasil memastikan gelar juara dunia MotoGP 2024 pada seri terakhir musim ini, usai bersaing sengit dengan Bagnaia yang merupakan kampiun dua musim terakhir. Simak juga video: Martin Tunggangi Aprilia, Marquez 'Menyala' dengan Desmosedici GP25 [Gambas:Video 20detik] (krs/pur)",Olaraga
Lebih dari 1.000 Atlet Ramaikan Kejuaraan Nasional Karate 2024,"Jumat, 29 Nov 2024 11:23 WIB","Jakarta - Kejuaraan Nasional Karate 2024 siap digelar di GOR Laga Tangkas Pakansari kabupaten Bogor. Lebih dari 1.000 peserta meramaikan ajang tersebut. Kejurnas Karate 2024 ini, yang bertajuk resmi Yamaha Open National Karate Championship 2024, dilaksanakan pada tanggal 30 November - 01 Desember. Menurut Sutrisno Iwantono, Ketua Panitia Pengarah, kejuaraan ini diikuti oleh berbagai perguruan Karate di seluruh Indonesia. Animo peserta luar biasa sehingga target awal, 700 peserta se-Indonesia, pun terlampaui. Ada 65 kelas perorangan dan 15 kelas beregu yang akan dipertandingkan. Pesertanya adalah para atlet berusia 6 tahun sampai dengan 28 tahun, atau pelajar SD hingga Mahasiswa dan senior se-Indonesia dari berbagai perguruan di bawah nauangan PB FORKI yang mewakili klub, dojo, sekolah, universitas, dan instansi. Sebagaimana tertuang dalam rilis pers yang diterima detikSport, kejurnas ini terdiri dari kategori Open Tournamen dan Festival, Juara Umum I, II, III, dengan memperebutkan trofi tetap Yamaha, medali, piagam prestasi untuk juara I, II, III, serta dana pembinaan untuk juara umum. Kejuaraan Nasional Karate 2024 merupakan ajang pembinaan generasi muda, selain untuk meningkatkan prestasi karateka. Juga untuk melahirkan karateka-karateka tangguh yang kelak bisa unjuk gigi di level tinggi. Ajang ini sendiri lahir sebagai salah satu event kerjasama antara insan olahraga karate bersama PT Yamaha Indonesia Motor and Manufacturing (PT YIMM). Tonton juga video: Rekapan Pertandingan BNI Kejuaraan Nasional PBSI Perorangan 2023 [Gambas:Video 20detik] (krs/aff)",Olaraga
Misi KOI Sebarkan Semangat Olympism sampai ke Anak-anak Muda,"Jumat, 29 Nov 2024 08:15 WIB","Jakarta - Komite Olimpiade Indonesia (KOI) berharap Indonesia lebih banyak mencetak Olympian di masa mendatang. Maka mereka mulai menggelorakan semangat olympism ke anak-anak muda. Gerakan itu pun mulai dilakukan KOI melalui National Olympic Academy (NOA Indonesia) dalam diskusi inspiratif bertajuk ""The Olympian Journey"" berkolaborasi dengan US Embassy, dan Garudaku Academy di @America Pacific Place, Jakarta, Kamis (28/11/2014). Acara ini membahas perjalanan seorang atlet menuju panggung Olimpiade serta peran dari support system-nya. Bagaimana pun, menjadi seorang Olympian adalah puncak tertinggi yang didambakan setiap atlet. Salah satu cerita sukses tersebut datang dari Rifda Irfanaluthfi , atlet senam pertama Indonesia yang mencatat sejarah tampil di Olimpiade Paris 2024 dan Maryam March Maharani yang adalah atlet judo Indonesia. ""Ini adalah salah satu cara kami di KOI (NOC Indonesia) bersama dengan NOA Indonesia untuk menginspirasi masyarakat dalam memahami bahwa kesuksesan di Olimpiade tidak hanya tentang prestasi, tetapi juga tentang semangat dan nilai-nilai olympism yang membentuk karakter seorang atlet,"" ujar Ketua Umum KOI Raja Sapta Oktohari dalam keterangannya. ""Kisah Rifda dan Rani adalah bukti nyata nilai-nilai Olimpiade, seperti dedikasi, pengorbanan, dan keberanian untuk terus maju. Ini menjadi bagian dari cara kami di NOC Indonesia menyebarkan nilai-nilai olympism, khususnya excellent, friendship dan respect."" ""Agar pemahaman dan jiwa Olympic itu bisa tertanam di setiap irisan bangsa Indonesia, apalagi anak-anak muda. Saya yakin itu akan berdampak sekali kepada mereka apalagi yang suka berolahraga. Selain itu, orang jadi punya cita-cita menjadi atlet, pelatih, wasit, EO olahraga, banyak sekali peluang yang dibuka olahraga dan akhirnya olahraga jadi bagian hidup dan menghasilkan prestasi membanggakan ke depannya,"" ujarnya. Dalam diskusi tersebut, Rifda dan Rani berbagi pengalaman tentang pentingnya peran dari keluarga, pelatih, dan federasi sebagai support system dalam mencapai mimpinya tampil di Olimpiade. Rifda menampilkan performa penuh perjuangan di Bercy Arena, Paris, dalam nomor All Around, meski tengah menghadapi cedera di bagian meniskus dan ACL. ""Nilai-nilai Olimpiade seperti disiplin dan ketangguhan mental menjadi pedoman saya dalam menghadapi setiap tantangan. Jadi meski saya dalam kondisi cedera, saya punya tekad untuk tetap menyelesaikan apa yang sudah saya impikan, tampil di Olimpiade,"" kata Rifda. Sementara Rani merupakan judoka putri Indonesia yang lolos ke Olimpiade dalam 32 tahun terakhir usai menempati peringkat keenam continental Asia. Bahkan, dia mampu melampaui capaian Olympian judo sebelumnya, Krisna Bayu dan I Putu Wiradamungga Adesta, karena mampu mencapai babak 16 besar Paris 2024. ""Support System baik dari pengurus cabang olahraga, keluarga, maupun teman-teman menjadi salah satu motivasi terbesar saya dalam meraih mimpi tampil di Olimpiade. Terutama di saat sedang lelah kehadiran mereka bisa membuat saya tetap semangat untuk memberikan yang terbaik,"" kata Rani. Ita Yuliati selaku Ketua Umum Persani juga menyoroti pendekatan teknis dan mental yang diterapkan federasi untuk mempersiapkan atlet menuju debut senam Indonesia di Olimpiade Paris 2024. Ia juga menjelaskan rencana ke depan, termasuk persiapan menjadi tuan rumah Kejuaraan Dunia FIG Artistic 2025 di Jakarta. ""Kami di Persani dan Rifda berjuang bersama-sama untuk mewujudkan mimpi meloloskan atlet senam Indonesia untuk pertama kalinya ke Olimpiade. Butuh support system yang kuat untuk bisa membuat semua ini bisa terjadi. Kami berharap apa yang dialami Rfida dapat memotivasi generasi muda untuk menjadikan nilai-nilai Olimpiade sebagai inspirasi hidup. Terima kasih kepada US Embassy, NOC Indonesia dan Garudaku Akademi atas kolaborasi ini,"" kata Ita. (mcy/mrp)",Olaraga
Rifda Irfanaluthfi Belum Pasti Tampil di Kejuaraan Dunia Senam 2025,"Jumat, 29 Nov 2024 07:15 WIB","Jakarta - Olimpian senam Rifda Irfanaluthfi belum bisa memastikan diri tampil di Kejuaraan Dunia Senam 2025 . Ia masih dalam pemulihan cedera Anterior Cruciate Ligament (ACL) dan meniskus. Kejuaraan Dunia Senam 2025 akan diselenggarakan di Indonesia Arena, Gelora Bung Karno (GBK), pada 19-25 Oktober 2025. Diperkirakan 500 atlet dari sekitar 60 negara akan berlaga di Jakarta Gymnastics 2025, termasuk Indonesia. Sayangnya, keterlibatan Rifda di ajang dunia yang baru pertama kali diselenggarakan di Indonesia itu belum bisa dipastikan. Atlet senam dari Indonesia itu masih harus menjalani pemulihan cedera ACL dan meniskus. Cedera itu kambuh pada hari kedua dirinya berada di Paris untuk Olimpiade 2024. Alhasil ia pun tampil tak optimal dan tak turun penuh. Tampil di nomor All Around, Rifda hanya mampu memainkan satu dari empat alat yang diperlombakan. Ia memainkan palang bertingkat, dan mendapat poin 9,166. Setelah itu, ia tak lanjut dalam alat-alat berikutnya. ""Memang masih dalam tahap pemulihan cedera ACL dan meniskus, dan bersamaan dengan itu recovery-nya lama. Jadi sekarang hanya fokus pada pemulihan saja, sembari mengisi waktu luang itu dengan kursus-kursus, seperti bahasa isyarat,"" kata Rifda saat menghadiri diskusi inspiratif bertajuk The Olympian Journey, di @America Pacific Place, Jakarta, pada Kamis (28/11/2024). ""Jadi belum bisa dipastikan (tampil di Kejuaraan Dunia). Masih menunggu sembih dulu baru bisa. Itu juga harus diobrolin dulu,"" tambahnya. Rifda tak ingin berspekulasi soal keikutsertaannya karena perkiraan penyembuhan memakan waktu sekitar delapan bulan. Itu pun jika progres recovery-nya bagus. ""Jika dalam kondisi yang makin sakit atau apa, nanti harus mundur lagi. Belum bisa ditargetkan apa-apa karena memang secara fisik, mental, enggak mau banyak pikiran dulu. Jadi masih fisioterapi,"" Rifda mempertegas. (mcy/raw)",Olaraga
"Scooter Prix 2024 Masuki Babak Final, Berebut Gelar Juara","Kamis, 28 Nov 2024 23:50 WIB","Jakarta - Ajang balap skuter terbesar di Indonesia Scooter Prix 2024 memasuki babak final awal Desember. Bakal ada perebutan gelar juara di sejumlah kelas. Siapa yang berjaya? Putaran keempat Scooter Prix yang merupakan babak final digelar di Sirkuit Karting Internasional Sentul, Bogor, 7-8 Desember. Tidak hanya balapan, Scooter Prix juga menjadi destinasi hiburan dan entertainment experience bagi para penggemar skuter untuk menikmati berbagai hiburan menarik. ""Kami terus berinovasi agar Scooter Prix menjadi sportainment yang bisa dinikmati penggemar skuter dan roda dua di Indonesia. Dengan penambahan area Carnival membuat Scooter Prix menjadi pilihan destinasi bagi keluarga. Jadi bapaknya bisa tetap terus menonton persaingan pebalap di sirkuit sementara anak dan istri dapat mencoba permainan di area Carnival,"" ujar Project Director Scooter Prix 2024, Priambodo Soesetyo, dalam jumpa pers, Kamis (28/11/20204). Scooter Prix putaran keempat akan ada penambahan kelas baru yakni Kelas Sultan. Kelas Sultan adalah kelas tambahan bagi para pedagang atau pemilik team, biasanya dikenal dengan Kelas Pedagang. Di Kelas Sultan, pebalap ataupun ex-pebalap tidak diperkenankan untuk turut berlaga. Pembukaan kelas baru ini semakin memperkuat Scooter Prix sebagai sebuah tayangan sportainment yang menarik. Selain itu, Scooter Prix juga tetap membuka Kelas Lambretta, yang banyak diminati komunitas skuter klasik sejak putaran ketiga. Bahkan pebalap dari negara tetangga Malaysia yang ikut turun meramaikan persaingan, yaitu Joe Jijo yang turun bersama tim Lanks2nd Racing Team. Menanti Juara Umum di Kelas Utama Dari Kelas Utama persaingan masih ketat sampai putaran terakhir. Beberapa pebalap masih berpeluang menjadi juara umum di Kelas 2T Tune Up Open dan 2T Small Frame FFA Open. Di Kelas 2T Tune Up Open, pebalap Putra Purnama Alam yang berada di peringkat pertama hanya selisih enam poin dengan Husna Dotcom yang di peringkat kedua. Meski memimpin klasemen, Putra sampai saat ini belum pernah sama sekali menjadi pemenang di kelas ini karena selalu finis kedua dan ketiga di round sebelumnya. Dia akan berusaha jadi juara di putaran terakhir untuk mengunci juara umum. ""Racikan mesin akan ditingkatkan lagi di round 4,"" ujar Putra asal Sukabumi tersebut. Sementara di Kelas 2T Small Frame FFA Open persaingannya lebih ketat lagi. Pemuncak usna Dotcom yang hanya berselisih satu poin dengan Anwar Away di posisi kedua dan lima poin dari Reynaldi Prdana di posisi ketiga, sehingga ketiganya masih berpotensi jadi juara. Sedangkan untuk Kelas 4T 220c Open, M. Nurgianto sudah tidak terkejar lagi di puncak klasemen karena terpaut jauh 26 poin dengan peringkat kedua Jafar Munir. Persaingan ketat malah terjadi di peringkat bawahnya, di mana peringkat kedua hingga kelima cuma dibedakan 13 poin. M. Nurgianto selaku pemimpin klasemen tetap menargetkan juara di putaran terakhir ini. ""Saya ingin sapu bersih podium 1,"" ujar pebalap asal Tangerang Selatan ini. Scooter Prix 2024 adalah hasil kolaborasi spektakuler antara Springboard dan Mahaka Media (Mahaka X), serta disponsori oleh Pertamina. KELAS UTAMA 1. 2T Tune Up Open 2. 4T 220CC Open 3. 2T Small Frame FFA Open KELAS REGULER 1. 2T Standar Open 2. 2T Standar Pemula 3. 2T Tune-Up Pemula 4. 4T 220CC Pemula 5. 2T FFA Large Frame Open 6. 2T Tune-Up Non Pembalap 7. 2T Small Frame Case Iron Pemula 8. 2T Small Frame Tune-Up Open 9. 4T 135cc Zip Open 10. Lambretta - Non Joki 11. Kelas Pedagang (Sultan) KELAS PROMOSI 1. 2T Tune Up Open 2. 4T 220CC Open (mrp/yna)",Olaraga
Delegasi Teknis Kejuaraan Dunia Senam Cek Kesiapan Indonesia Awal Tahun,"Kamis, 28 Nov 2024 21:06 WIB","Jakarta - PB Persani terus bergerak mempersiapkan diri menjadi tuan rumah Kejuaraan Dunia Senam 2025 . Awal tahun nanti, delegasi teknis dijadwalkan datang mengecek venue. Kejuaraan Dunia Senam 2025 akan diselenggarakan di Indonesia Arena, Gelora Bung Karno (GBK), pada 19-25 Oktober 2025. Diperkirakan 500 atlet dari sekitar 60 negara akan berlaga di Jakarta Gymnastics 2025. Ini pertama kalinya Kejuaraan Dunia Senam digelar di Indonesia. Ketua Pengurus Besar Persatuan Senam Indonesia (PB Persani) Ita Yuliati, dalam diskusi bertajuk The Olympian Journey, mengungkap agenda kunjungan tim teknis. ""So far kami sudah berjalan maju dan rencananya tahun depan kami akan kedatangan technical delegate ke Indonesia untuk memantau dan mengontrol venue,"" kata Ita saat ditemui di @America Pacific Place, Jakarta, pada Kamis (28/11/2024). ""Saat ini, kami juga sedang menyusun organizing committee yang ditetapkan oleh Pak Presiden atau Pak Menteri. Progresnya sampai situ dan rencana induknya sudah selesai dengan semua persiapan, sekarang kami juga melakukan one on one budgeting yang mungkin agak krusial,"" tambahnya. Tak hanya venue, kesiapan atlet Indonesia terus digeber induk organisasi senam nasional tersebut. Biar bagaimanapun, tuan rumah tak ingin hanya sukses sebagai penyelenggaraan saja, melainkan juga berprestasi. ""Saat ini, kami ada 11 atlet, dan update terakhir dari pihak Fédération Internationale de Gymnastique (FIG) yang semua dapat kuota tiga atlet putra dan tiga atlet putri, sekarang ditambah menjadi lima atlet putra dan empat atlet putri, jadi sembilan,"" tuturnya. ""Dengan demikian, pesertanya akan meningkat dari dulu hanya enam atlet per negara sekarang jadi sembilan per negara,"" kata Ita. (mcy/raw)",Olaraga
Jorge Martin Bisa Saingi Bagnaia-Marc Marquez di 2025?,"Kamis, 28 Nov 2024 17:50 WIB","Madrid - Jorge Martin mengatakan, Francesco Bagnaia dan Marc Marquez favorit juara di MotoGP 2025 . Martin realistis, ingin bawa Aprilia konsisten dulu di setiap balapan. Usai memenangi titel juara dunia 2024 bersama Pramac, Martin akan mulai kiprahnya dengan Aprilia pada musim depan. Pebalap Spanyol itu sudah menjajal tunggangan barunya RS-GP25 pada post season test di Barcelona. Pada ujicoba sehari itu, Jorge Martin melahap 77 putaran dengan waktu tercepat 1 menit 39,859 detik. Martin finis kesebelas dengan selisih lebih dari sedetik dari Alex Marquez (Gresini), yang menunggangi GP24. Sementara itu Bagnaia dan Marc Marquez finis di posisi ketiga dan keempat berturut-turut dengan selisih 0,5 detik dan 0,6 detik dari si rider tercepat. Kendati demikian, Pecco Bagnaia dan Marquez akan dijagokan untuk saling bertarung di musim depan. Tak bisa dipungkiri, Bagnaia adalah rider terkuat dalam tiga musim terakhir, termasuk di musim lalu usai memenangi 11 balapan utama walau harus rela finis runner-up di bawah Jorge Martin. Lalu, Marquez merupakan juara dunia MotoGP enam kali, plus terbukti kompetitif menunggangi Desmosedici. Walau Martin berstatus juara bertahan, Aprilia toh cuma sekali naik podium di dua balapan Austin pada sepanjang musim lalu. Untuk itu tidak realistis bagi Jorge Martin untuk langsung membidik titel juara dunia, melainkan konsisten bersaing memenangi balapan di setiap seri. ""Wajar kok jika orang-orang membicarakan tentang Ducati. Mereka kan punya Pecco dan Marquez, pebalap-pebalap dengan gelar juara MotoGP terbanyak saat ini, dan Ducati itu motor juara, jadi wajar saja,"" cetus Martinator kepada Mundo Deportivo. ""Mereka sudah pasti akan jadi dua pebalap favorit juara. Aku belum tahu apa yang bisa kulakukan. Aku harus mulai dan melihat bagaimana motornya. Sudah jelas bahwa motornya bisa memenangi balapan, karena sudah dilakukan pada musim lalu dan musim depan motornya bisa lebih baik. Selain itu, kurasa aku bisa membawa konsistensi itu."" ""Namun, memenangi sebuah Kejuaraan Dunia itu sebuah perkara besar. Saat ini aku bahkan tidak memikirkan soal itu. Aku lebih memikirkan tentang memenangi balapan atau bersaing di 2026. Sekarang waktunya mulai dari nol, melihat bagaimana podium-podium pertama datang, ketika kemenangan pertama datang dan dari situ kami akan berkembang dan menambah hasil-hasil bagus,"" kata Jorge Martin . (rin/aff)",Olaraga
Tiwi Tak Ingin Sia-Siakan Kesempatan Main di World Tour Finals,"Kamis, 28 Nov 2024 12:30 WIB","Jakarta - Pebulutangkis ganda putri Amallia Cahaya Pratiwi akan debut di BWF World Tour Finals 2024. Kesempatan emas itu tak ingin ia sia-siakan. Bersama Febriana Dwipuji Kusuma, Tiwi, sapaan karibnya, akan berjuang melawan tujuh pasangan ganda putri lain yang juga lolos di BWF World Tour Finals di Hangzhou, mulai 11-15 Desember mendatang. Turnamen penutup tahun ini bakal menjadi kali pertama bagi keduanya. Sebab debutan, Tiwi ingin memanfaatkan dengan hasil maksimal di setiap laga yang mereka lalui. ""Tentu saja antusias (menghadapi debut di World Tour Finals), dan ini kan salah satu impian juga bermain di sana. Saya ingin bermain dengan all out supaya bisa raih hasil maksimal,"" kata Tiwi kepada pewarta saat ditemui di kawasan Thamrin, Jakarta Pusat. Adapun tujuh pasang yang akan bersaing dengan Ana/Tiwi ialah Chen Qing Chen/Jia Yi Fan (China), Liu Sheng Shu/Tan Ning (China), Rin Iwanaga/Kie Nakanishi (Jepang), Baek Ha Na/Lee So Hee (Korea Selatan), Pearly Tan/Thinaah Muralitharan (Malaysia), dan Nami Matsuyama/Chiharu Shida (Jepang), serta Treesa Jolly/Gayatri Gopichand Pullela (India). Mereka akan dibagi di dalam dua grup untuk memperebutkan tiket ke semifinal dan gelar juara. ""Dari line up 8 pasang, kami sudah melihat kemampuan semuanya. Lawan-lawan memiliki kemampuan berbeda-beda tapi saya ingin bermain maksimal saja. Peluang pasti ada jika kita ingin berjuang dan ingin menang pasti,"" tuturnya. ""Kami pasti mempersiapkan semuanya terutama dari segi mental. Dari kemampuan individunya juga lebih ditingkatkan lagi,"" Tiwi menambahkan. Mental menjadi poin paling penting karena Ana/Tiwi bisa dikatakan menjadi andalan ganda putri Indonesia saat ini. Meski begitu, ia tak mau menjadikan status tersebut sebagai beban, melainkan motivasi untuk memberikan yang terbaik. ""Kami enggak boleh anggap itu beban supaya tetap bisa enjoy ketika bermain,"" kata juara Taipei Open 2024 tersebut. (mcy/aff)",Olaraga
